Author#hide,publication_date#info,ID#info,title#info,keywords_thematic#multi,Keyword: Geologic Time Tier 1#multi,Keyword: Geologic Time Tier 2#multi,Keyword: Discipline Tier 1#multi,Keyword: Discipline Tier 2 Human#multi,Keyword: Discipline Tier 2 Scraped#multi,resource_url#link,DataType,resource_type#multi,description#info,Services#multi,originator_contact_org_name#info,originator_contact_email#info,Comments#info,Software >Language#info,Software >Operating System#info,Software >Version#info,Software> Licence#info,REPOSITORIES#info,originator_contact_city#info,originator_contact_state#info,originator_contact_zip#info,Repository >Mailing_Address >Country#info,Repository >Physical_Address >Street#info,Repository >Physical_Address >City/Town#info,Repository >Physical_Address >State/Province#info,Repository >Physical_Address >Zip#info,Repository >Physical_Address >Country#info,Repository >Collection Type,Repository >Curator#info,Databases >Endpoint API#info,Databases >Last Update Date#info,Databases >Funding Organization#info,#name,#img,#href
Kaleb,,c4p/nsf-gov/0001067,Two-Layer Quasi-Geostrophic Model (ICSM),"models, model, Fourier, C",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Data, Hydrology, Regional, Glaciology, Visualization",http://www.klimacampus.de/1143+M563a176f1a5.html?&L=1,climate model,software,A modeling software that allows for a set of spectral models that simulate two-dimensional nondivergent flows in a rectangular model domain.The model fields are expanded in a double Fourier-series so that the model equations form a dynamical system for the Fourier coefficients. It provides computational analysis of parametric dependencies as well as the analysis of short term growth of instabilities,,,,,,,,,,,,,,,,,,,,,,,,Two-Layer Quasi-Geostrophic Model (ICSM),climate_model.png,http://www.klimacampus.de/1143+M563a176f1a5.html?&L=1
Kaleb,,c4p/nsf-gov/0001068,Moist PUMA,"Fortran, model, global, climate, core",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Visualization, Atmospheric, Energy, Data, energy, Resources, Metadata",https://earthsystemcog.org/projects/dcmip-2012/puma,climate model,software,A modeling software that is the dynamical core of the climate model PlanetSimulator and it is based on the multi-level spectral hydrostatic model. Model fields are represented in terms of spherical harmonics subject to a triangular trunction and the spectral transform method enables an efficient calculation of nonlinear products. The model employs a semi-implicit time integration method for making the treatment fast gravity wave tendencies more efficient.,,,,,,,,,,,,,,,,,,,,,,,,Moist PUMA,climate_model.png,https://earthsystemcog.org/projects/dcmip-2012/puma
Kaleb,,c4p/nsf-gov/0001069,PUMA/Grey Atmoshpere,model,,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment",,http://www.mi.uni-hamburg.de/PUMA.215.0.html,climate model,software,"A modeling software that is the PUMA model, with the inclusion of a very simple radiative scheme and a simple model for the surface.",,,,,,,,,,,,,,,,,,,,,,,,PUMA/Grey Atmoshpere,climate_model.png,http://www.mi.uni-hamburg.de/PUMA.215.0.html
Kaleb,,c4p/nsf-gov/0001070,Planet Simulator (Plasim),"source, model, open, climate, coupled",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment",,http://www.mi.uni-hamburg.de/Planet-Simul.216.0.html?&L=3%2525252525252520%2525252525252527,climate model,software,"A modeling software that is a coupled system of climate components for Earth, Mars and other planets developed as a model of intermediate complexity.",,,,,,,,,,,,,,,,,,,,,,,,Planet Simulator (Plasim),climate_model.png,http://www.mi.uni-hamburg.de/Planet-Simul.216.0.html?&L=3%2525252525252520%2525252525252527
Kaleb,,c4p/nsf-gov/0001071,Hadley Centre Coupled Model version 3 (HadCM3),"map, climate, global, atmospheric, oceanic, models, regional, ice, ocean, coupled, model, change",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","regional, atmospheric, modelling, Modelling",http://www.metoffice.gov.uk/research/modelling-systems/unified-model/climate-models/hadcm3,climate model,software,An atmospheric-ocean coupled general circulation modeling software with advanced physical parameterisations.,,,,,,,3,,,,,,,,,,,,,,,,,Hadley Centre Coupled Model version 3 (HadCM3),climate_model.png,http://www.metoffice.gov.uk/research/modelling-systems/unified-model/climate-models/hadcm3
Kaleb,,c4p/nsf-gov/0001072,FAMOUS (Fast Met Office UK Universities Simulator),"climate, coupled, models, atmosphere, ocean, bathymetry, model, marine",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","terrestrial, Meteorology, Atmospheric, Modelling, bathymetry",http://www.famous.ac.uk/index.php/Main/About,climate model,software,"A modeling software that is a fast Earth-system model, built around general circulation models of the atmosphere and ocean. It is low resoulution by design so that long time scales can be modelled more effectively.",,,,,,,,,,,,,,,,,,,,,,,,FAMOUS (Fast Met Office UK Universities Simulator),climate_model.png,http://www.famous.ac.uk/index.php/Main/About
Kaleb,,c4p/nsf-gov/0001073,CEN Earth System Assimilation Model (CESAM),"map, climate, oceanic, models, well, atmosphere, ice, ocean, source, model",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","terrestrial, Visualization, Data",http://www.cen.uni-hamburg.de/en/research/cen-models/cesam.html,climate model,software,"A modeling software that is a numerical Earth System Model build by coupling the MITgcm ocean model to the Plasim model system. The relevant components of Plasim include the spectral PUMA model including schemes for radiation, cloud cover, precipitation, runoff, soil temperature and wetness, surface fluxes, a thermodynamic sea ice model, and a terrestrial biosphere component (SIMBA).",,,,,,,,,,,,,,,,,,,,,,,,CEN Earth System Assimilation Model (CESAM),climate_model.png,http://www.cen.uni-hamburg.de/en/research/cen-models/cesam.html
Kaleb,,c4p/nsf-gov/0001075,Massechussets Institute of Technology General Circulation Model (MITgcm),"climate, atmospheric, models, atmosphere, ice, ocean, water, R, C, modeling, model",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Visualization, exploration, Atmospheric, atmospheric, polar",http://mitgcm.org/,climate model,software,"A numerical modeling software designed for study of the atmosphere, ocean, and climate. Its non-hydrostatic formulation enables it to simulate fluid phenomena over a wide range of scales; its adjoint capability enables it to be applied to parameter and state estimation problems. By employing fluid isomorphisms, one hydrodynamical kernel can be used to simulate flow in both the atmosphere and ocean. ",,,,,Matlab,,,,,,,,,,,,,,,,,,,Massechussets Institute of Technology General Circulation Model (MITgcm),climate_model.png,http://mitgcm.org/
Kaleb,,c4p/nsf-gov/0001076,Flexible Modeling System (FMS),"oceanic, climate, atmospheric, models, image, diagnostic, model",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Data, Atmospheric, atmospheric, data",http://www.gfdl.noaa.gov/fms,climate model,software,"A modeling software framework for supporting the efficient development, construction, execution, and scientific interpretation of atmospheric, oceanic, and climate system models.",,,,,,,,,,,,,,,,,,,,,,,,Flexible Modeling System (FMS),climate_model.png,http://www.gfdl.noaa.gov/fms
Kaleb,,c4p/nsf-gov/0001077,Model for the Assessment of Greenhouse-gas Induced Climate Change (MAGICC) 5.3.v2,"map, climate, global, coupled, models, image, regional, C, ocean, model, diagnostic, change",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Environmental, regional, Atmospheric, data",http://www.cgd.ucar.edu/cas/wigley/magicc/,climate model,software,"A coupled interactive modeling software that allows users to investigate future climate change and its uncertainties at both the global-mean and regional levels. MAGICC carries through calculations at the global-mean level using the same upwelling-diffusion, energy-balance climate model that has been and is employed by IPCC.",,,,,,,5.3.2,,,,,,,,,,,,,,,,,Model for the Assessment of Greenhouse-gas Induced Climate Change (MAGICC) 5.3.v2,climate_model.png,http://www.cgd.ucar.edu/cas/wigley/magicc/
Kaleb,,c4p/nsf-gov/0001078,MAGICC Regional Climate SCENario GENerator (SCENGEN),"map, climate, global, coupled, models, image, regional, C, ocean, model, diagnostic, change",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Environmental, regional, Atmospheric, data",http://www.cgd.ucar.edu/cas/wigley/magicc/,climate model,software,"A coupled interactive modeling software that allows users to investigate future climate change and its uncertainties at both the global-mean and regional levels. SCENGEN uses the results of the MAGICC model, together with spatially detailed results from the CMIP3/AR4 archive of AOGCMs, to produce spatially detailed information on future changes in temperature, precipitation and mean sea level pressure, changes in their variability, and a range of other statistics.",,,,,,,,,,,,,,,,,,,,,,,,MAGICC Regional Climate SCENario GENerator (SCENGEN),climate_model.png,http://www.cgd.ucar.edu/cas/wigley/magicc/
Kaleb,,c4p/nsf-gov/0001079,CM2M,"climate, coupled, models, global, atmosphere, ocean, model",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Data, Atmospheric",http://www.gfdl.noaa.gov/cm2m-and-cm2g,climate model,software, A modeling software that uses an isopycnal coordinate with 59 density levels and a four-layer refined bulk mixed layer scheme with two transition layers.,,,,,,,,,,,,,,,,,,,,,,,,CM2M,climate_model.png,http://www.gfdl.noaa.gov/cm2m-and-cm2g
Kaleb,,c4p/nsf-gov/0001080,HIgh Resolution Atmospheric Model (HiRam),"climate, atmospheric, coupled, models, global, well, ice, ocean, modeling, model, diagnostic, change",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Data, Atmospheric, atmospheric, data",http://www.gfdl.noaa.gov/atmospheric-model,climate model,software,"A modeling software for simulating the statistics of tropical storms, with sufficient fidelity that it can be used to study the causes of year-to-year variability in storm activity, recent trends in activity, as well as the predictability of the Atlantic hurricane season.",,,,,,,,,,,,,,,,,,,,,,,,HIgh Resolution Atmospheric Model (HiRam),climate_model.png,http://www.gfdl.noaa.gov/atmospheric-model
Kaleb,,c4p/nsf-gov/0001081,AM3,"climate, atmospheric, coupled, models, global, well, ice, ocean, modeling, model, diagnostic, change",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Data, Atmospheric, atmospheric, data",http://www.gfdl.noaa.gov/atmospheric-model,climate model,software,"A modeling software including parameters such as aerosol-cloud interactions in climate and climate change, chemistry-climate feedbacks, land and ocean carbon cycles and their interactions with climate change, and decadal prediction.",,,,,,,3,,,,,,,,,,,,,,,,,AM3,climate_model.png,http://www.gfdl.noaa.gov/atmospheric-model
Kaleb,,c4p/nsf-gov/0001100,FIM Global Model,"graphical, regional, atmospheric, global, analysis, application, model, change",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Regional, Atmospheric, data, regional, analysis, atmospheric, Data, resources",http://fim.noaa.gov/,climate model,software,"A global climate modeling software that combines three numerical designs: An icosahedral horizontal grid, mostly hexagons except for 12 pentagons (""I"" in FIM), an isentropic-sigma hybrid vertical coordinate, adaptive, concentrates around frontal zones, tropopause, similar to RUC model (""F"" for Flow-following in FIM), and a finite-volume horizontal transport (Also under ""F"", for ""finite-volume"" in FIM).
 ",,,,,,,,,,,,,,,,,,,,,,,,FIM Global Model,climate_model.png,http://fim.noaa.gov/
Kaleb,,c4p/nsf-gov/0001101,GISP2-GICC05 Chronology Conversion Software,,,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment",,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:0::::P1_STUDY_ID:15536,climate model,software,"An automated mathematical function that updates GISP2-based chronologies to the newer, NGRIP GICC05 age scale between 8.24 and 103.74 ka b2k.  Matlab (file g2n.m) and python (stored in compressed file g2n-python.zip) versions are included, plus tie point data input files in text, Excel, or Matlab format (g2nties.txt, g2nties.xlsx, g2nties.mat).",,,,,Matlab,,,,,,,,,,,,,,,,,,,GISP2-GICC05 Chronology Conversion Software,climate_model.png,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:0::::P1_STUDY_ID:15536
Kaleb,,c4p/nsf-gov/0001112,CESM 1.2.z,"source, model, diagnostic",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","Polar, Atmospheric, data, Energy, Meteorology, Engineering, Biogeochemistry, Data",https://www2.cesm.ucar.edu/models/current,climate model,software,"A global atmosphere climate software model that includes models of the atmosphere, land surface, ocean, sea ice, and more.",,,,,,,1.2,,,,,,,,,,,,,,,,,CESM 1.2.z,climate_model.png,https://www2.cesm.ucar.edu/models/current
Kaleb,,c4p/nsf-gov/0001113,MPI-ESM,"core, climate, atmospheric, coupled, models, atmosphere, ocean, water, model, marine",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","terrestrial, atmospheric, energy, modelling, Modelling, Data",http://www.mpimet.mpg.de/en/wissenschaft/modelle.html,climate model,software,"An Earth-System Software Model that couples the ocean, atmosphere and land surface through the exchange of energy, momentum, water and trace gases such as CO2.",,,,,,,,,,,,,,,,,,,,,,,,MPI-ESM,climate_model.png,http://www.mpimet.mpg.de/en/wissenschaft/modelle.html
Kaleb,,c4p/nsf-gov/0001114,JSBACH,"core, climate, atmospheric, source, fire, global, dynamic, atmosphere, maps, model, geographic, change",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","terrestrial, Satellite, atmospheric, data, energy, Meteorology, Modelling, hydrology, Data",http://www.mpimet.mpg.de/en/science/models/jsbach.html,climate model,software,"A climate model software that provides the lower atmospheric boundary conditions over land, as well as the biogeochemical and biogeophysical degrees of freedom to the Earth system dynamics that arise from terrestrial processes.",,,,,,,,,,,,,,,,,,,,,,,,JSBACH,climate_model.png,http://www.mpimet.mpg.de/en/science/models/jsbach.html
Kaleb,,c4p/nsf-gov/0001115,ICON,"core, climate, regional, atmospheric, coupled, models, global, well, atmosphere, ocean, model",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment","atmospheric, regional, Meteorology, Data, modelling",http://www.mpimet.mpg.de/en/science/models/icon.html,climate model,software,"A non-hdyrostatic, icosahedron-based, dynamical core climate model, developed using finite volume discretization techniques used for weather prediction.",,,,,,,,,,,,,,,,,,,,,,,,ICON,climate_model.png,http://www.mpimet.mpg.de/en/science/models/icon.html
Kaleb,,c4p/nsf-gov/0001117,Goddard Institute for Space Studies (GISS) GCM ModelE,,,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment",,http://www.giss.nasa.gov/tools/modelE/,climate model,software,"A coupled atmosphere-ocean software model that provides the ability to simulate many different configurations of Earth System Models - including interactive atmospheric chemistry, aerosols, carbon cycle and other tracers, as well as the standard atmosphere, ocean, sea ice and land surface components.",,,,,,,,,,,,,,,,,,,,,,,,Goddard Institute for Space Studies (GISS) GCM ModelE,climate_model.png,http://www.giss.nasa.gov/tools/modelE/
Kaleb,,c4p/nsf-gov/0001118, DendroClim 2002,"climate, tree, C++, application, analysis, correlation",,,Climatology,"Climatology, Paleoclimatology, Paleoenvironment",,http://dendrolab.org/dendroclim2002.htm,climate model,software,A statistical software tool for analysis of evolutionary and moving intervals in dendroclimatology. It involves implementation of bootstrapped correlation and response functions to identify climatic signals in tree rings. The software allows the analysis of a single time period (or interval) as well as of multiple time intervals. This application was developed in Microsoft Foundation Classes (MFC) with Visual C++.,,,,,C++,,,,,,,,,,,,,,,,,,, DendroClim 2002,climate_model.png,http://dendrolab.org/dendroclim2002.htm
